ID,TIF DISTRICT,PROJECT NAME,ADDRESS,DEVELOPER,PROJECT ID,PROJECT DESCRIPTION,CDC DATE,APPROVED AMOUNT,TOTAL PROJECT COST,LATITUDE,LONGITUDE
10970,Lawrence/Broadway,Leland Hotel,1201 W Leland Av,Leland L.P.,,"Located in the Uptown community, the project consists of rehabilitating a 75,000 square foot six-story building.  The building will include 137 apartments and rental commercial space on first floor.",2/25/02,"$2,000,000 ","$14,774,804 ",41.96708739,-87.65972052
1372,Lawrence/Broadway,Uptown Broadway Building,4703 N Broadway,"Theus Property Holdings, LLC",213,"Located in the Uptown community, the project rehabilitated a 3-story building with 17,000 square feet of commercial and office space.  The building received new HVAC, electrical systems and the exterior of the building was rehabbed.",9/13/05,"$1,452,860 ","$4,909,223 ",41.96736359,-87.65856734
1509,Harrison/Central,Loretto Hospital,645 S Central Av,Loretto Hospital,626,"Located in the Austin community, the project consists of expanding and renovating the existing Emergency Department (ED) and Main Lobby / Entrance on the first floor of the hospital building. Both areas occupy the east end of the 1969 addition to the Hospital and will require multi-phased construction to maintain the 24/7 occupancy. The approximately 4,375 square feet ED building addition will be located on the east side of the hospital at the first floor as a one-story portion. Parking will be expanded and reconfigured to provide for better on-site traffic and patient flow.  New larger entrance canopies will afford much needed protection and separation for patients, staff and vehicles.",11/14/06,"$7,500,000 ","$23,952,000 ",41.87208577,-87.76443035
1420,Near South <Central Station,Lakefront SRO - Wabash,1521 S Wabash Av,South Loop L.P. and Lakefront Single Room Occupancy Corp.,288,"The project includes the construction of 207 unit residential building for low and middle income tenants.  The project will also consist of parking facilities, job training center, and landscaping on adjacent site.",12/12/95,"$580,500 ","$16,833,900 ",41.86132451,-87.62554226
1274,Central Loop,Dearborn Center,123 S Dearborn St,Dearborn Center LLC,62,"Located in the Loop, the project includes construction of 1.5 million square feet 37-story building and 11-story low-rise building for retail and office.  The building includes 200 space parking garage and 98,000 square feet of retail space.",5/9/00,"$10,000,000 ","$337,200,000 ",41.88005099,-87.62921402
1009,83rd/Stewart,Chatham Market,8300 S Stewart Av,"W2005 CMK Realty, L.L.C.",15,"Located in Auburn Gresham community area, the project includes construction of a 450,000 square foot retail shopping center .  The project also consists of site remediation, 1,750 parking spaces, and public improvements to roads and utilities.",5/12/98,"$26,100,000 ","$81,933,000 ",41.74339816,-87.63425177
1667,47th/King Drive,Educare Family Center,5044 S Wabash Av,Ounce of Prevention Fund,1055,"Ounce of Prevention's Educare Family Center is located on a Chicago Public School property in the Grand Boulevard community.  The project expanded the one-story 24,000 square foot building that houses a total of 13 classrooms, a training room, offices, an industrial kitchen, a secure entrance.  The addition will house a Family Activity and Resource Center, private family consultation and meeting space, a teacher resource center, a state of the art training facility, and administrative space.",8/10/10,"$400,000 ","$2,656,975 ",41.80245774,-87.6244326
1502,Chicago/Central Park,Rosa Parks Apts,3215 W Huron St,Rosa Parks L.P and Bickerdike Redevelopment Corp,619,"New construction of 94 affordable rental units on eight scattered sites in the Humboldt Park neighborhood.  There will be a mix of two-flats, three-flats, six-flats and a four-story building within a four block radius. The project will provide one to four bedroom units of which 100 percent will be affordable for households earning no more than 60% of the area median income.  Of the units, fifty-five will be accessible.  There will also be 1:1 parking in the rear of the buildings where the areas will be paved, well-lit and appropriately landscaped.  There is an eighteen month construction period for this project.",5/13/08,"$3,506,624 ","$27,147,184 ",41.89360833,-87.70720187
1792,47th/King Drive,Bronzeville Artist Lofts,436 E 47th St,Revere Properties/Three Corners LLC,,"Bronzeville Artist Lofts is located in the Grand Boulevard community.  The project includes acquiring a 33,614 square foot mixed-use building with 12,333 square feet of commercial space on the first floor and residential above. The property will undergo two components of rehabilitation: affordable live/work rental apartments for artists and multi-unit commercial development.",9/11/12,"$1,085,807 ","$5,961,876 ",41.80952057,-87.61482402
1301,Montclare,Montclare Sr Residence Belden Phase I,6650 W Belden Av,"Montclare Sr. Resid. Phase I, L.P.",103,"Located in Montclare, the project includes the construction of a 6-story senior residential building.  There building will include 153 rental units and 1 staff unit.  All rental units affordable at 60% area median income and age restricted of 55 or older, and include 47 units at 50% area median income.",8/8/00,"$4,853,000 ","$21,110,808 ",41.92130822,-87.79209096
1404,Lakefront,Lake Park Crescent - Phase I - For Sale,4000 S Lake Park Av,Lakefront Associates LLC,271,"The project includes the construction of six buildings containing 68 housing units.  Of the units, 13 are CHA units, 1 is an affordable for-sale unit, 19 are below-market for-sale units, and 35 are market-rate for-sale units.",7/9/02,"$4,900,000 ","$29,042,000 ",41.82237082,-87.60240615
1254,Central Loop,75 E Wacker - Mather,75 E Wacker Dr,"Michigan Wacker Associates, LLC",39,"Located in the Loop, the Mather Tower is a landmark building built in 1928.  The project includes rehabilitation of the facade, renovation of the first nine floors as office space and the remaining floors as a hotel.",1/23/01,"$1,500,000 ","$10,700,000 ",41.88786189,-87.62541304
12417,53rd Street,IGA - CBE - ADA - Kenwood Academy III,5015 S Blackstone Av,Chicago Public Schools,,Intergovernmental Agreement between the City of Chicago and Chicago Board of Education,9/1/17,"$246,790 ","$246,790 ",41.80375479,-87.59038395
1508,,UG2 - 1401-1405 W Devon,1401 W Devon Av,"Uncommon Ground, Inc., UG2, LLC",625,"Located in the Edgewater community, the project consists of rehabilitation and redevelopment of a 4,000 square foot building as a restaurant and entertainment venue.",6/12/07,"$517,234 ","$2,068,935 ",41.99802474,-87.66556346
1758,Western/Ogden,IGA - CPD - Park 0400 - Claremont,2334 W Flournoy St,Chicago Park District,2111,An Intergovernmental Agreement Between the City of Chicago and the Chicago Park District,10/3/12,"$250,000 ","$500,000 ",41.87314668,-87.68521331
1564,Central Loop,IGA - CPD - Park 0541 - Pritzker,344 S State St,Chicago Park District,779,"Located in the Loop, the Chicago Park District built a public park at State St. and Van Buren St., and completed environmental remediation for the site.",2/7/07,"$1,400,000 ","$1,400,000 ",41.87712523,-87.62780457
1366,Roseland/Michigan,Roseland Plaza,11500 S Michigan Av,Crown Commercial Real Estate & Development,205,"The Roseland Plaza project is located in the Roseland/Michigan TIF district. The project consist of the construction of a one-story retail development that includes, an Aldi grocery store, CVS/Pharmacy, a bank, a family restaurant, a general merchandise retail store and 41,000 square feet of additional retail space.",5/12/09,"$5,000,000 ","$16,000,000 ",41.68527122,-87.62094716
1749,Archer/Central,IGA - CPD - Park 0307 - Minuteman,5940 S Central Av,Chicago Park District,2082,An intergovernmental agreement between the City of Chicago and the Chicago Park District.,7/28/11,"$340,000 ","$552,500 ",41.78414113,-87.76211773
1263,95th/Stony Island,95th Stony,1600 E 95th St,"95th & Stony I, L.L.C. and 95th & Stony II, L.L.C.",51,"Located in South Deering community area, the project includes the construction of an 180,000 square foot retail center which consists of a grocery store, restaurants and other retail spaces.",9/9/97,"$7,025,000 ","$28,963,203 ",41.72244946,-87.58500357
1664,Addison South,Coyote Logistics,2543 W Diversey Av,"Coyote Logistics, LLC",1051,"Located in Logan Square community area, Coyote Logistics leased and occupied 65,000 square feet within the recently rehabbed Green Exchange.   Coyote Logistics, a high-tech third-party logistics company, relocated their corporate headquarters from Lake Forest, IL to the City for a minimum of ten years.",9/14/10,"$2,000,000 ","$6,649,745 ",41.93202533,-87.69209153
1043,Stockyards Annex,Experimur Properties,4045 S Morgan St,"Experimur Properties, LLC",2041,"Located in the New City community, the project includes  the complete rehabilitation of a 54,000 square foot building for a medical research laboratory.  The work includes complete demolition of interior walls and the build out of new lab space, offices, conference rooms, workout room for employees and a kitchen/cafeteria.",12/13/11,"$3,700,000 ","$20,800,063 ",41.82013597,-87.6505657
1267,35th/Halsted,Miracle - Pepsi,1400 W 35th St,Miracle LLC,55,"Located in McKinley Park community area, the project includes the rehabilitation of a 325,000 square foot warehouse and distribution facility.",5/13/97,"$1,650,000 ","$18,700,000 ",41.83066932,-87.66078914
1488,Belmont/Cicero,Sr Suites - Kelvyn Park,2701 N Cicero Av,"Senior Suites Chicago Kelvyn Park, LLC",600,"Construction of a  6-story 85-unit senior (62+) rental building with 6k sf community space, 42 parking spaces; Green Roof (50% roof area), City Dept of Senior Services satellite service center located on-site",2/19/08,"$3,500,000 ","$19,423,235 ",41.92952663,-87.74636437
1489,Central West,Rush University Medical Center,1611 W Harrison St,Rush University Medical Center,602,"Rush University Medical Center is a major medical center on the west side.  The project is a multi-phased expansion/rehabilitation of their campus, which includes: demolition and replacement of 7 obsolete structures; renovation of 7 buildings; design and construction of a new Patient Care Tower, a 213,000 square foot Ambulatory Care Center, parking structure, central energy plant, loading docks and a new emergency room.",1/8/08,"$75,000,000 ","$900,701,000 ",41.87408199,-87.66722276
11040,River West,IGA - CTA - Bus Rapid Transit - Loop - River West,543 W Washington St,Chicago Transit Authority,,An intergovernmental agreement between the City of Chicago and Chicago Transit Authority. -IGA pending,3/10/14,"$1,400,000 ","$31,500,000 ",41.88306701,-87.64139445
1059,Western/Ogden,Chicago Children's Advocacy Center,1240 S Damen Av,Public Building Commission,2249,"An intergovernmental Agreement with the Public Building Commission and the City of Chicago in order to provide $9 million in TIF funds from the Western/Iogden TIF for the construction of an addition to the existing City-owned Chicago Children's Advocacy Center.  The approximately 16,500 s.f. addition will provide additional therapy spaces, conference rooms, enhanced family spaces, enlarged child life room with appropriate adolescent space, offices , storage and a training area.",10/3/12,"$9,000,000 ","$9,500,000 ",41.86545617,-87.67635732
