ID,TIF DISTRICT,PROJECT NAME,ADDRESS,DEVELOPER,PROJECT ID,PROJECT DESCRIPTION,CDC DATE,APPROVED AMOUNT,TOTAL PROJECT COST,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION
1462,47th/Ashland,Park Federal Savings Bank,1821 W 47th St,Park Federal Savings Bank,414,The project will include construction of a 2-story bank including a drive up with parking and ATMs.  The building will have a green roof of 50% of the net roof area.,12/13/2005,$850000,$5002670,1164874.946864276,1873481.813465148,41.808439065,-87.670798586,"(41.808439064902, -87.670798586185)"
1021,43rd/Cottage Grove (DOH),Mahogany Shops And Lofts At 47,4701 S Cottage Grove Av,Lofts 47 Phase 1 Limited Partnership,591,"The project in the Grand Boulevard community will consist of a five-story mixed-use residential and commercial building with parking for the 96 residential units.  The project will include construction of two six flats, one nine flat, and rehabilitation of an existing three flat building.  The ground floor level will include 55,000 square feet of retail space with Walmart committed to 41,000 square feet. 44 affordable units at no more than 60% of AMI. 28 public housing units for tenants anywhere from 0-60% of AMI.",07/10/2012,$12850000,$45631627,1182423.861962232,1874006.378947791,41.809489247,-87.606417429,"(41.809489246531, -87.606417429394)"
1610,Near North,Parkside Old Town - II,544 W Oak St,"Parkside Nine II, LLC",916,"Located in the Near North community, the project entails construction of an 8-story 112-unit rental building.The building includes 39 CHA units, 53 affordable units which are 60% or less of the area median income, 20 market rate units, one commercial space unit, and 77 parking spaces.",02/09/2010,$8216100,$41721331,1172196.032009512,1907097.53314562,41.900525238,-87.642955275,"(41.900525237912, -87.642955275271)"
500091,Midwest,Harvest Homes,3570 W Fifth Av,"Harvest Homes Apartments, L.P",,"Harvest Homes will consist of new construction of 36 affordable, multi-family rental units, which will be comprised of four, three-story walk-up buildings in the East Garfield Park community area.  The development will offer one-to-four bedroom apartments and will be targeted to families with household incomes between 30% and 60% of the area median income.  Of the 36 apartments, eight will be handicapped accessible.  There will be 36 parking spaces; eight of which will be handicapped accessible.",12/09/2014,$1039544,$13116453,1152467.667336691,1897941.688258582,41.875813459,-87.715660816,"(41.875813458631, -87.715660816348)"
1441,Humboldt Park Commercial,North Talman - Phase II - Rental Project,2634 W North Av,North and Talman Elderly Limited Partnership,346,"Located in West Town community, the project includes construction of 24 lease-to-sale units, 16 condominiums, and 52 affordable senior rental units including 10 units at 80% area median income and 42 units at 60% area median income.",06/08/2004,$2450000,$16146720,1158397.74538196,1910575.332847402,41.910362125,-87.693541774,"(41.910362125457, -87.693541774026)"
1498,Wilson Yard,Clifton Magnolia Apts,4416 N Clifton Av,Chicago Community Dev Corp,615,"Located in the Uptown community, Clifton Magnolia Apartments rehabilitated 73,000 square feet within two buildings. The project includes 59 multi-family affordable rental apartments ranging from one to four-bedroom units and laundry facilities in the basement.

The borrower would like to take advantage of the favorable financing market by participating in HUD's new Interest Rate Reduction Program.  Due to historically low interest rates, and as an alternative to a refinance under Section 223(f) or Section 223(a)(7), a mortgagor may request reduction of the interest rate on their existing multifamily mortgage loan, thereby significantly  improving the property's cash flow.  DPD, as a junior lien holder, must provide consent to this type of transaction.  Therefore, the borrowers are requesting DPD's approval of the interest rate reduction on the senior HUD loan.",02/09/2010,$4265000,$16408866,1167821.950828078,1929552.903850673,41.962239379,-87.658372091,"(41.962239378669, -87.658372090862)"
1665,Pershing/King,P G Stewart - Bronzeville Family Apts - I,400 E 41st St,Paul G. Stewart Apartments Associates,1052,"Bronzeville Family Apartments IV - Project includes 66 residential units in four three story walk up buildings. Rents will be restricted at 60% AMI and it will operate under a HUD Section 8 Contract that covers all units. Two, three, and four bedroom units.",10/12/2010,$2500000,$27336391,1179638.248341821,1877940.683098296,41.8203495,-87.616514109,"(41.820349500309, -87.616514109472)"
1344,Archer Courts,Archer Courts - Phase II - Townhomes,2220 S Princeton Av,Chicago Community Dev Corp,173,New construction; 43 townhomes,05/05/1999,$3000000,$15000000,1174523.05432249,1889516.332816965,41.852229608,-87.634933548,"(41.852229608492, -87.634933547584)"
1790,Pershing/King,P G Stewart - Tower 5 - Rehab,460 E 41st St,Paul G. Stewart Apartments Associates Phase V L.P.,2243,The P. G. Stewart Tower 5 project is located in the Pershing/King TIF District. The project consists of the rehabilitation of an 11-story building containing 97 affordable one-bedroom units.,06/10/2011,$2500000,$18320288,1180219.198851355,1877957.214164105,41.820381543,-87.614382435,"(41.820381543451, -87.614382435386)"
12962,71st/Stony Island,Jeffery Plaza,2101 E 71st St,Shop & Save Market,,"The Developer is proposing to purchase and refurbish the Jeffery Plaza shopping center located at 2101 E. 71st St., with the focus on the renovation and occupancy of the grocery store space left vacant since the departure of Dominicks at the end of 2013.  The anchor tenant will be Shop and Save Market.",06/12/2018,$10000000,$22347182,1191459.659488173,1858232.449646061,41.765990001,-87.573787337,"(41.765990001141, -87.573787336654)"
12449,Portage Park,IGA-CBE-Schurz Athletic Field,3601 N Milwaukee Av,"Chicago Tiny House, Inc.",,"Schurz High School is located in the Irving Park Community Area.  TIF financing will be used to create an athletic field including a synthetic turf, landscape improvements, permeable paving, new drainage and infrastructure improvements.",11/08/2017,$2700000,$2700000,1146851.198365017,1923627.843270028,41.946407936,-87.735625416,"(41.946407935599, -87.735625415724)"
1379,95th/Western,Borders - 95th Western,9500 S Western Av,DB Beverly L.L.C.,228,"Located in the Beverly community area, the project includes construction of a shopping center with a 25,000 square foot bookstore and 118 parking spaces.",03/11/1997,$1600000,$5922000,1162006.022980799,1841538.88212461,41.720843291,-87.682208048,"(41.720843290559, -87.682208048376)"
13131,Lake Calumet Area Industrial,Big Marsh Environmental Center,11555 S Stony Island Av,Chicago Park District,,"The project includes the construction of a new Chicago Park District environmental center.   The 8,000 square foot facility will include multi-purpose rooms, community rooms, bike repair, concessions, offices, and restrooms.",02/13/2018,$1400000,$5000000,1191033.089904178,1828651.72476824,41.68482787,-87.576304333,"(41.684827870372, -87.576304332761)"
1551,Drexel Boulevard,Jazz on the Blvd,4657 S Drexel Bv,"Jazz on the Boulevard, LLC and Drexel Jazz L.P.",738,"The project includes construction of 98 for-sale units and 39 rental units.  The buildings include 27 affordable for-sale units, 9 affordable rental units, and 30 public housing rental units.",07/09/2002,$2931119,$38377865,1183149.455167094,1874094.410089855,41.809713939,-87.603753368,"(41.80971393858, -87.603753368258)"
12378,West Irving Park,IGA - CPD - Portage Park Ball field Lighting,4100 N Long Av,Chicago Park District,,The proposed project will add LED ball-field lighting to the senior and junior baseball fields.  The project extends playing season and expands high school baseball and softball programming.,11/08/2017,$400000,$400000,1139577.656306665,1926748.675784614,41.955107868,-87.762284581,"(41.955107867673, -87.762284581398)"
1276,Chatham Ridge,Home Depot - 87th Dan Ryan,200 W 87th St,Home Depot Corp.,64,"Located in Chatham community area, the project includes demolition of existing structures and construction of a 130,000 square foot single story Home Depot store with a 28,000 square foot outdoor garden center and 700 space parking lot.",07/30/1996,$3200000,$15409527,1176468.169778227,1847271.399201138,41.736261699,-87.629064716,"(41.736261699376, -87.629064716425)"
1348,River South,LaSalle Park - Clark Taylor,800 S Clark St,Clark/Taylor L.L.C.,179,"The project includes the construction of streets, alleys, utilities and additional improvements in the area generally bounded by West Polk Street, South Clark Street, West Roosevelt Road and South Wells Street.",04/11/2000,$2237882,$2237882,1175601.811689636,1896789.816476703,41.872164396,-87.630755777,"(41.872164396052, -87.630755776917)"
1759,Western Avenue South,IGA - CPD - Park 0457 - Richard Clark II - Baseball Stadium,3400 N Rockwell St,Chicago Park District,2112,An intergovernmental agreement between the City of Chicago and the Chicago Park District,05/09/2012,$1250000,$5200000,1158226.523075392,1922486.97700569,41.943052041,-87.693844427,"(41.943052041089, -87.693844426951)"
1620,Bronzeville,IGA - PBC - Fire Engine Company 16,3901 S Wabash Av,Public Building Commission,946,An intergovernmental agreement between the City of Chicago and the Public Building Commission,08/02/2010,$11200000,$17000000,1177398.859094068,1879126.85013698,41.823655414,-87.62469324,"(41.823655413865, -87.624693239699)"
1582,47th/Halsted,IGA - CPD - Park 0004 - Fuller,331 W 45th St,Chicago Park District,810,Intergovernmental Agreement between the City of Chicago and Chicago Park District,06/03/2009,$3000000,$3000000,1174677.948174561,1874997.453772401,41.812385123,-87.634798371,"(41.812385122751, -87.634798370613)"
1371,Pilsen Industrial Corridor,Target - 33rd Damen,1940 W 33rd St,Target Corp.,212,"Located in McKinley Park, the project includes construction of a 139,000 square foot retail shopping center.",05/11/2004,$5300000,$32754095,1163767.335821606,1882841.83970119,41.834147388,-87.674597856,"(41.834147387528, -87.674597856436)"
1252,Greater Southwest Industrial (East),Stylemaster - Gateway Park,7600 S Albany Av,"Gateway Park, LLC",37,"Located in the Ashburn community, the project includes cleanup and remediation of a 62 acre site.  The project also includes construction of a 660,000 square foot industrial space for StyleMaster and other tenants.",02/25/1999,$14000000,$28235000,1156890.238101423,1854017.308483059,41.755190818,-87.700610164,"(41.755190817932, -87.700610164243)"
1730,Central West,IGA - CPD - Park 0211 - Skinner - Dog Park,1331 W Monroe St,Chicago Park District,2043,"Project includes the environmental remediation of the Property and, on the Property, the design
and construction of an approximately 17,000 square foot Dog Friendly Area, which will provide
such amenities as lighting, water, safety gates, landscaping, custom surfacing and seating.",01/18/2012,$465000,$715000,1167401.998870892,1899637.690461369,41.880159412,-87.660778672,"(41.880159411932, -87.66077867193)"
